"visibility","datetime","coord.lon","coord.lat","main.temp","main.feels_like","main.temp_min","main.temp_max","main.pressure","main.humidity","main.sea_level","main.grnd_level","wind.speed","wind.deg","wind.gust","clouds.all","sys.sunrise","sys.sunset","weather.id","weather.main","weather.description","weather.icon","extraction_date_time","city_name","sys.type","sys.id","rain.1h"
10000.0,"2023-11-08 00:02:04+08:00",124.0272,10.5208,28.31,34.55,28.03,28.31,1010.0,89.0,1010.0,1009.0,0.89,7.0,1.34,100.0,"2023-11-08 05:36:35+08:00","2023-11-08 17:18:37+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:02:05.279599+08:00","Danao",2.0,2089763.0,""
10000.0,"2023-11-08 00:02:07+08:00",123.9469,10.2706,28.03,32.65,28.03,28.31,1010.0,83.0,"","",2.06,360.0,"",75.0,"2023-11-08 05:36:37+08:00","2023-11-08 17:19:14+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:02:07.216407+08:00","Dapitan",1.0,8187.0,""
10000.0,"2023-11-08 00:02:09+08:00",120.9367,14.3294,27.13,31.0,26.77,27.53,1011.0,89.0,1011.0,1002.0,3.71,85.0,7.62,94.0,"2023-11-08 05:53:36+08:00","2023-11-08 17:26:19+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:02:09.709054+08:00","Dasmariñas",2.0,2084056.0,""
10000.0,"2023-11-07 23:59:49+08:00",125.6128,7.0731,27.05,32.02,27.05,27.05,1010.0,100.0,"","",1.03,360.0,"",75.0,"2023-11-08 05:26:08+08:00","2023-11-08 17:16:23+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:02:12.311963+08:00","Davao",1.0,8154.0,""
10000.0,"2023-11-08 00:02:14+08:00",125.3572,6.7497,25.65,26.57,25.65,25.65,1009.0,88.0,1009.0,1007.0,1.35,313.0,1.64,100.0,"2023-11-08 05:26:46+08:00","2023-11-08 17:17:48+08:00",500.0,"Rain","light rain","10n","2023-11-08 00:02:14.649548+08:00","Digos","","",0.37
10000.0,"2023-11-08 00:02:17+08:00",123.3414,8.5894,27.21,30.76,27.21,27.21,1009.0,85.0,1009.0,1008.0,2.89,72.0,4.53,100.0,"2023-11-08 05:37:01+08:00","2023-11-08 17:23:40+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:02:17.250959+08:00","Dipolog","","",""
10000.0,"2023-11-08 00:02:19+08:00",123.3081,9.3103,27.99,33.54,27.99,27.99,1009.0,89.0,"","",2.06,360.0,"",40.0,"2023-11-08 05:38:01+08:00","2023-11-08 17:22:56+08:00",802.0,"Clouds","scattered clouds","03n","2023-11-08 00:02:19.430734+08:00","Dumaguete",1.0,8185.0,""
10000.0,"2023-11-08 00:02:21+08:00",124.5225,8.5631,26.16,26.16,26.16,26.16,1009.0,90.0,1009.0,1008.0,1.87,179.0,3.63,100.0,"2023-11-08 05:32:16+08:00","2023-11-08 17:18:59+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:02:21.219252+08:00","El Salvador","","",""
10000.0,"2023-11-08 00:02:23+08:00",123.4992,10.8403,27.38,31.08,27.38,27.38,1010.0,84.0,1010.0,1007.0,4.42,61.0,5.81,98.0,"2023-11-08 05:39:05+08:00","2023-11-08 17:20:20+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:02:23.448047+08:00","Escalante","","",""
10000.0,"2023-11-08 00:02:25+08:00",120.9464,15.3072,28.74,34.85,28.74,28.74,1011.0,84.0,1011.0,1008.0,1.61,28.0,2.99,65.0,"2023-11-08 05:54:47+08:00","2023-11-08 17:25:04+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:02:25.898730+08:00","Gapan",1.0,8152.0,""
10000.0,"2023-11-08 00:02:27+08:00",125.1717,6.1128,25.89,26.81,25.89,25.89,1010.0,87.0,1010.0,1008.0,0.91,32.0,1.18,99.0,"2023-11-08 05:26:45+08:00","2023-11-08 17:19:17+08:00",502.0,"Rain","heavy intensity rain","10n","2023-11-08 00:02:27.766831+08:00","General Santos","","",4.21
10000.0,"2023-11-08 00:02:29+08:00",120.8817,14.3869,27.54,31.9,27.18,27.94,1011.0,87.0,1011.0,1009.0,3.41,83.0,6.31,83.0,"2023-11-08 05:53:54+08:00","2023-11-08 17:26:28+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:02:30.031461+08:00","General Trias",2.0,2084056.0,""
10000.0,"2023-11-08 00:02:32+08:00",125.1167,8.8333,25.66,26.68,25.66,25.66,1010.0,92.0,1010.0,1010.0,0.92,178.0,1.47,100.0,"2023-11-08 05:30:12+08:00","2023-11-08 17:16:17+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:02:32.762509+08:00","Gingoog City","","",""
10000.0,"2023-11-08 00:02:34+08:00",122.8706,10.0989,26.45,26.45,26.45,26.45,1010.0,88.0,1010.0,1009.0,1.97,78.0,2.64,100.0,"2023-11-08 05:40:43+08:00","2023-11-08 17:23:45+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:02:35.016255+08:00","Himamaylan","","",""
10000.0,"2023-11-08 00:02:37+08:00",121.8892,17.1485,23.83,24.62,23.83,23.83,1014.0,90.0,1014.0,1009.0,1.32,9.0,2.17,42.0,"2023-11-08 05:53:20+08:00","2023-11-08 17:18:59+08:00",802.0,"Clouds","scattered clouds","03n","2023-11-08 00:02:37.075610+08:00","Ilagan","","",""
10000.0,"2023-11-08 00:02:38+08:00",124.4,8.25,23.27,24.13,23.27,23.27,1010.0,95.0,1010.0,976.0,1.62,172.0,1.62,100.0,"2023-11-08 05:32:23+08:00","2023-11-08 17:19:50+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:02:38.447048+08:00","Iligan City","","",""
10000.0,"2023-11-08 00:02:40+08:00",122.55,10.75,26.58,26.58,26.58,26.58,1009.0,85.0,1009.0,1008.0,5.46,16.0,9.98,95.0,"2023-11-08 05:42:47+08:00","2023-11-08 17:24:15+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:02:40.430477+08:00","Iloilo City","","",""
10000.0,"2023-11-07 23:59:09+08:00",120.9367,14.4297,27.83,32.27,27.25,28.32,1011.0,84.0,"","",1.03,0.0,"",20.0,"2023-11-08 05:53:44+08:00","2023-11-08 17:26:12+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:02:41.926220+08:00","Imus",2.0,2037715.0,""
10000.0,"2023-11-08 00:02:43+08:00",123.4167,13.4167,25.18,26.21,25.18,25.18,1011.0,94.0,1011.0,1009.0,1.66,55.0,2.56,93.0,"2023-11-08 05:42:33+08:00","2023-11-08 17:17:32+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:02:44.019729+08:00","Iriga City","","",""
10000.0,"2023-11-08 00:02:46+08:00",122.9888,10.2048,25.75,26.73,25.75,25.75,1010.0,90.0,1010.0,1006.0,2.6,93.0,3.49,100.0,"2023-11-08 05:40:22+08:00","2023-11-08 17:23:09+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:02:46.084907+08:00","Isabela","","",""
10000.0,"2023-11-08 00:02:47+08:00",122.8122,9.9889,26.25,26.25,26.25,26.25,1010.0,88.0,1010.0,1008.0,1.19,96.0,1.5,99.0,"2023-11-08 05:40:49+08:00","2023-11-08 17:24:07+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:02:47.877897+08:00","Kabankalan","","",""
10000.0,"2023-11-08 00:02:50+08:00",125.0894,7.0083,23.55,24.34,23.55,23.55,1010.0,91.0,1010.0,980.0,0.84,82.0,1.01,100.0,"2023-11-08 05:28:09+08:00","2023-11-08 17:18:34+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:02:50.165370+08:00","Kidapawan","","",""
10000.0,"2023-11-08 00:02:51+08:00",124.8469,6.5031,24.33,25.27,24.33,24.33,1010.0,94.0,1010.0,1004.0,0.96,145.0,1.18,100.0,"2023-11-08 05:28:31+08:00","2023-11-08 17:20:08+08:00",501.0,"Rain","moderate rain","10n","2023-11-08 00:02:51.905906+08:00","Koronadal","","",2.05
10000.0,"2023-11-08 00:02:54+08:00",122.9208,10.4233,26.34,26.34,26.34,26.34,1009.0,86.0,1009.0,1006.0,2.38,67.0,3.66,93.0,"2023-11-08 05:40:54+08:00","2023-11-08 17:23:09+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:02:54.254364+08:00","La Carlota","","",""
10000.0,"2023-11-08 00:02:55+08:00",125.7022,6.0872,27.79,31.3,27.79,27.79,1009.0,78.0,1009.0,1008.0,1.95,334.0,2.29,82.0,"2023-11-08 05:24:36+08:00","2023-11-08 17:17:12+08:00",502.0,"Rain","heavy intensity rain","10n","2023-11-08 00:02:55.664292+08:00","Lamitan","","",6.14
10000.0,"2023-11-08 00:02:56+08:00",120.5936,18.1989,24.95,25.67,24.95,24.95,1012.0,83.0,"","",1.03,130.0,"",20.0,"2023-11-08 05:59:51+08:00","2023-11-08 17:22:49+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:02:56.956850+08:00","Laoag",1.0,8159.0,""
10000.0,"2023-11-08 00:02:59+08:00",123.9494,10.3103,28.02,32.62,28.02,28.3,1010.0,83.0,"","",2.06,360.0,"",75.0,"2023-11-08 05:36:39+08:00","2023-11-08 17:19:11+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:02:59.252571+08:00","Lapu-Lapu City",1.0,8187.0,""
10000.0,"2023-11-08 00:03:01+08:00",120.9828,14.4506,27.56,31.55,27.21,27.96,1012.0,84.0,"","",1.79,64.0,1.79,20.0,"2023-11-08 05:53:34+08:00","2023-11-08 17:25:59+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:03:01.574833+08:00","Las Piñas",2.0,2005706.0,""
10000.0,"2023-11-08 00:03:03+08:00",123.7333,13.1333,26.22,26.22,26.22,26.22,1011.0,89.0,1011.0,1008.0,2.69,45.0,5.76,99.0,"2023-11-08 05:40:56+08:00","2023-11-08 17:16:37+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:03:03.919738+08:00","Legazpi City","","",""
10000.0,"2023-11-08 00:03:06+08:00",123.5325,13.2403,24.97,25.98,24.97,24.97,1011.0,94.0,1011.0,1005.0,1.31,53.0,1.8,100.0,"2023-11-08 05:41:53+08:00","2023-11-08 17:17:17+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:03:06.388556+08:00","Ligao","","",""
10000.0,"2023-11-08 00:03:08+08:00",121.1667,13.95,24.14,25.12,24.14,24.14,1011.0,96.0,1011.0,975.0,1.51,45.0,3.96,100.0,"2023-11-08 05:52:13+08:00","2023-11-08 17:25:52+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:03:08.605403+08:00","Lipa City",2.0,2011004.0,""
10000.0,"2023-11-08 00:03:09+08:00",122.5967,10.8794,26.02,26.02,26.02,26.02,1010.0,88.0,1010.0,1007.0,4.46,12.0,8.15,98.0,"2023-11-08 05:42:45+08:00","2023-11-08 17:23:54+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:03:10.005757+08:00","Lucena","","",""
10000.0,"2023-11-08 00:03:11+08:00",122.4347,10.8925,25.52,26.43,25.52,25.52,1010.0,88.0,1010.0,1000.0,3.86,12.0,8.06,96.0,"2023-11-08 05:43:25+08:00","2023-11-08 17:24:32+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:03:11.816661+08:00","Maasin","","",""
8000.0,"2023-11-08 00:03:13+08:00",120.5736,15.2216,28.21,31.67,28.21,28.21,1012.0,74.0,"","",1.03,290.0,"",75.0,"2023-11-08 05:56:10+08:00","2023-11-08 17:26:40+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:03:13.138560+08:00","Mabalacat City",1.0,8152.0,""
10000.0,"2023-11-08 00:03:14+08:00",121.0327,14.5503,27.62,31.43,27.15,27.9,1012.0,82.0,"","",1.03,0.0,"",20.0,"2023-11-08 05:53:30+08:00","2023-11-08 17:25:40+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:03:14.726052+08:00","Makati City",1.0,8160.0,""
10000.0,"2023-11-08 00:03:16+08:00",119.9379,15.6361,26.49,26.49,26.49,26.49,1011.0,77.0,1011.0,1011.0,1.47,67.0,1.77,65.0,"2023-11-08 05:59:14+08:00","2023-11-08 17:28:41+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:03:16.253277+08:00","Malabon","","",""
10000.0,"2023-11-08 00:03:18+08:00",125.0833,8.15,19.96,20.52,19.96,19.96,1012.0,96.0,1012.0,921.0,0.21,154.0,0.96,100.0,"2023-11-08 05:29:31+08:00","2023-11-08 17:17:14+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:03:18.916992+08:00","Malaybalay","","",""
10000.0,"2023-11-08 00:03:21+08:00",120.8117,14.8419,27.87,31.21,27.29,28.85,1011.0,76.0,1011.0,1010.0,4.32,62.0,8.47,63.0,"2023-11-08 05:54:44+08:00","2023-11-08 17:26:11+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:03:21.574346+08:00","Malolos",2.0,2008256.0,""
10000.0,"2023-11-08 00:03:23+08:00",121.0409,14.5832,27.65,31.51,27.16,27.91,1012.0,82.0,"","",1.03,0.0,"",20.0,"2023-11-08 05:53:30+08:00","2023-11-08 17:25:35+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:03:23.529325+08:00","Mandaluyong City",1.0,8160.0,""
10000.0,"2023-11-08 00:03:25+08:00",123.9333,10.3333,27.98,32.52,27.98,28.27,1010.0,83.0,"","",2.06,360.0,"",75.0,"2023-11-08 05:36:44+08:00","2023-11-08 17:19:13+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:03:25.448591+08:00","Mandaue City",1.0,8187.0,""
10000.0,"2023-11-08 00:03:22+08:00",120.9822,14.6042,27.77,31.82,27.25,28.0,1012.0,82.0,"","",1.03,0.0,"",20.0,"2023-11-08 05:53:46+08:00","2023-11-08 17:25:48+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:03:27.084506+08:00","Manila",2.0,2008256.0,""
9908.0,"2023-11-08 00:03:28+08:00",124.2928,7.9986,21.18,21.86,21.18,21.18,1011.0,96.0,1011.0,931.0,0.55,136.0,0.74,100.0,"2023-11-08 05:32:30+08:00","2023-11-08 17:20:34+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:03:28.874080+08:00","Marawi","","",""
10000.0,"2023-11-08 00:03:31+08:00",125.4708,9.7339,26.67,29.33,26.67,26.67,1009.0,84.0,1009.0,1001.0,2.74,78.0,4.7,100.0,"2023-11-08 05:29:52+08:00","2023-11-08 17:13:47+08:00",500.0,"Rain","light rain","10n","2023-11-08 00:03:31.407826+08:00","Mati","","",0.33
10000.0,"2023-11-08 00:03:32+08:00",120.9608,14.7369,27.82,31.8,27.27,28.02,1012.0,81.0,"","",2.16,70.0,3.53,76.0,"2023-11-08 05:54:01+08:00","2023-11-08 17:25:43+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:03:32.855994+08:00","Meycauayan",2.0,2008256.0,""
10000.0,"2023-11-08 00:03:35+08:00",120.9031,15.7161,24.26,24.93,24.26,24.26,1012.0,84.0,1012.0,1004.0,1.61,57.0,2.7,54.0,"2023-11-08 05:55:28+08:00","2023-11-08 17:24:44+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:03:35.760287+08:00","Muñoz","","",""
10000.0,"2023-11-08 00:03:37+08:00",123.1814,13.6192,25.69,26.69,25.69,25.69,1010.0,91.0,1010.0,1010.0,2.75,50.0,4.9,85.0,"2023-11-08 05:43:45+08:00","2023-11-08 17:18:13+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:03:38.047482+08:00","Naga","","",""
10000.0,"2023-11-08 00:03:39+08:00",120.95,14.6667,27.83,31.82,27.27,28.03,1012.0,81.0,"","",1.03,0.0,"",20.0,"2023-11-08 05:53:58+08:00","2023-11-08 17:25:51+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:03:39.953378+08:00","Navotas",2.0,2008256.0,""
10000.0,"2023-11-08 00:03:42+08:00",120.2828,14.8292,27.03,29.62,27.03,28.84,1012.0,78.0,"","",1.54,60.0,"",40.0,"2023-11-08 05:56:50+08:00","2023-11-08 17:28:19+08:00",802.0,"Clouds","scattered clouds","03n","2023-11-08 00:03:42.366961+08:00","Olongapo",1.0,8151.0,""
10000.0,"2023-11-08 00:03:44+08:00",124.6075,11.0064,25.55,26.56,25.55,25.55,1010.0,92.0,1010.0,1009.0,1.29,34.0,2.21,100.0,"2023-11-08 05:34:51+08:00","2023-11-08 17:15:42+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:03:44.834261+08:00","Ormoc","","",""
10000.0,"2023-11-08 00:03:47+08:00",123.8044,8.4858,25.85,26.89,25.85,25.85,1009.0,92.0,1009.0,1008.0,0.93,222.0,1.51,100.0,"2023-11-08 05:35:02+08:00","2023-11-08 17:21:57+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:03:47.911423+08:00","Oroquieta","","",""
10000.0,"2023-11-08 00:03:50+08:00",123.8333,8.15,25.48,26.49,25.48,25.48,1010.0,92.0,1010.0,1009.0,0.7,352.0,1.08,100.0,"2023-11-08 05:34:32+08:00","2023-11-08 17:22:14+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:03:50.116083+08:00","Ozamiz City","","",""
10000.0,"2023-11-08 00:03:52+08:00",123.43700000000001,7.8257,25.7,26.73,25.7,25.7,1009.0,92.0,1009.0,1006.0,1.43,351.0,1.63,98.0,"2023-11-08 05:35:43+08:00","2023-11-08 17:24:12+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:03:52.536810+08:00","Pagadian","","",""
10000.0,"2023-11-08 00:03:55+08:00",121.0833,15.55,24.34,25.1,24.34,24.34,1012.0,87.0,1012.0,1006.0,1.51,60.0,2.21,55.0,"2023-11-08 05:54:32+08:00","2023-11-08 17:24:13+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:03:55.101305+08:00","Palayan City","","",""
10000.0,"2023-11-08 00:00:14+08:00",125.6842,7.3081,27.06,31.02,27.06,27.06,1009.0,91.0,1009.0,1009.0,1.97,338.0,2.52,87.0,"2023-11-08 05:26:07+08:00","2023-11-08 17:15:49+08:00",500.0,"Rain","light rain","10n","2023-11-08 00:03:57.345545+08:00","Panabo",1.0,8154.0,0.12
10000.0,"2023-11-08 00:03:58+08:00",121.0175,14.4816,27.54,31.5,27.18,27.94,1012.0,84.0,"","",1.03,0.0,"",20.0,"2023-11-08 05:53:28+08:00","2023-11-08 17:25:49+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:03:59.035854+08:00","Paranaque City",2.0,2005706.0,""
10000.0,"2023-11-08 00:04:00+08:00",121.065,14.587,27.58,31.33,27.09,27.84,1011.0,82.0,"","",1.03,0.0,"",20.0,"2023-11-08 05:53:25+08:00","2023-11-08 17:25:29+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:04:00.348293+08:00","Pasig",1.0,8160.0,""
10000.0,"2023-11-08 00:04:02+08:00",118.7333,9.7333,29.04,35.76,29.04,29.04,1010.0,84.0,"","",4.12,60.0,"",20.0,"2023-11-08 05:56:49+08:00","2023-11-08 17:40:44+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:04:02.930975+08:00","Puerto Princesa City",1.0,8186.0,""
10000.0,"2023-11-08 00:03:15+08:00",121.0333,14.6333,27.61,31.28,27.08,27.83,1012.0,81.0,"","",1.03,0.0,"",20.0,"2023-11-08 05:53:36+08:00","2023-11-08 17:25:33+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:04:05.821037+08:00","Quezon City",2.0,2008256.0,""
10000.0,"2023-11-08 00:04:07+08:00",121.6201,17.1189,23.78,24.46,23.78,23.78,1014.0,86.0,1014.0,1007.0,1.99,345.0,2.93,37.0,"2023-11-08 05:54:22+08:00","2023-11-08 17:20:05+08:00",802.0,"Clouds","scattered clouds","03n","2023-11-08 00:04:08.204969+08:00","Roxas","","",""
10000.0,"2023-11-08 00:04:10+08:00",123.4242,10.9447,27.75,32.05,27.75,27.75,1010.0,84.0,1010.0,1009.0,4.36,71.0,5.28,99.0,"2023-11-08 05:39:31+08:00","2023-11-08 17:20:31+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:04:10.995593+08:00","Sagay","","",""
10000.0,"2023-11-08 00:04:13+08:00",120.5431,14.7678,26.09,26.09,26.05,28.85,1012.0,79.0,1012.0,1011.0,4.78,56.0,10.16,72.0,"2023-11-08 05:55:43+08:00","2023-11-08 17:27:21+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:04:13.509008+08:00","Samal",1.0,8151.0,""
10000.0,"2023-11-08 00:04:14+08:00",120.8931,15.5448,24.42,25.14,24.42,24.42,1011.0,85.0,1011.0,1007.0,0.59,41.0,1.29,56.0,"2023-11-08 05:55:18+08:00","2023-11-08 17:24:59+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:04:15.054410+08:00","San Carlos","","",""
10000.0,"2023-11-08 00:04:16+08:00",120.3166,16.6159,26.7,28.71,26.7,26.7,1012.0,75.0,1012.0,1011.0,1.86,91.0,1.82,14.0,"2023-11-08 05:58:57+08:00","2023-11-08 17:25:56+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:04:16.422653+08:00","San Fernando","","",""
10000.0,"2023-11-08 00:04:18+08:00",121.8712,17.8927,23.8,24.66,23.8,23.8,1015.0,93.0,1015.0,1011.0,0.89,61.0,1.49,27.0,"2023-11-08 05:54:21+08:00","2023-11-08 17:18:06+08:00",802.0,"Clouds","scattered clouds","03n","2023-11-08 00:04:18.275163+08:00","San Jose","","",""
10000.0,"2023-11-08 00:04:20+08:00",121.0453,14.8139,27.59,31.23,27.49,27.72,1011.0,81.0,1011.0,1005.0,2.34,72.0,4.9,79.0,"2023-11-08 05:53:46+08:00","2023-11-08 17:25:17+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:04:20.546541+08:00","San Jose del Monte",2.0,2008256.0,""
10000.0,"2023-11-08 00:04:21+08:00",120.4583,17.7422,24.92,25.61,24.92,24.92,1012.0,82.0,1012.0,1010.0,1.88,104.0,1.67,12.0,"2023-11-08 05:59:49+08:00","2023-11-08 17:23:56+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:04:22.071045+08:00","San Juan",1.0,8159.0,""
10000.0,"2023-11-08 00:04:23+08:00",120.6197,14.9696,28.87,34.59,26.06,28.87,1012.0,81.0,1012.0,1011.0,2.61,59.0,6.17,71.0,"2023-11-08 05:55:40+08:00","2023-11-08 17:26:48+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:04:23.950214+08:00","San Pablo",1.0,8152.0,""
10000.0,"2023-11-08 00:04:26+08:00",121.8833,17.2,23.9,24.72,23.9,23.9,1014.0,91.0,1014.0,1010.0,1.3,9.0,2.15,38.0,"2023-11-08 05:53:25+08:00","2023-11-08 17:18:56+08:00",802.0,"Clouds","scattered clouds","03n","2023-11-08 00:04:26.262978+08:00","San Pedro","","",""
10000.0,"2023-11-08 00:04:27+08:00",120.9378,15.4238,28.71,34.98,28.71,28.71,1011.0,85.0,1011.0,1008.0,0.98,31.0,1.78,60.0,"2023-11-08 05:54:58+08:00","2023-11-08 17:24:57+08:00",803.0,"Clouds","broken clouds","04n","2023-11-08 00:04:27.952855+08:00","Santa Rosa",1.0,8152.0,""
10000.0,"2023-11-08 00:04:30+08:00",120.4449,17.2939,24.78,25.35,24.78,24.78,1012.0,78.0,1012.0,1011.0,2.56,82.0,2.54,13.0,"2023-11-08 05:59:18+08:00","2023-11-08 17:24:34+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:04:30.104481+08:00","Santiago","","",""
10000.0,"2023-11-08 00:04:31+08:00",121.7645,17.3997,23.4,24.15,23.4,23.4,1014.0,90.0,1014.0,1010.0,1.92,346.0,2.57,18.0,"2023-11-08 05:54:09+08:00","2023-11-08 17:19:09+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:04:31.361097+08:00","Santo Tomas","","",""
10000.0,"2023-11-08 00:04:33+08:00",122.9667,10.8,26.98,30.27,26.98,26.98,1009.0,86.0,1009.0,1009.0,4.48,57.0,6.03,100.0,"2023-11-08 05:41:10+08:00","2023-11-08 17:22:31+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:04:33.793478+08:00","Silay City","","",""
10000.0,"2023-11-08 00:04:35+08:00",122.4042,9.7519,26.99,30.5,26.99,26.99,1009.0,88.0,1009.0,1008.0,4.03,50.0,4.43,88.0,"2023-11-08 05:42:09+08:00","2023-11-08 17:26:02+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:04:35.111770+08:00","Sipalay","","",""
10000.0,"2023-11-08 00:04:36+08:00",125.5,9.75,26.6,26.6,26.6,26.6,1009.0,84.0,1009.0,1003.0,2.37,87.0,4.3,100.0,"2023-11-08 05:29:46+08:00","2023-11-08 17:13:39+08:00",501.0,"Rain","moderate rain","10n","2023-11-08 00:04:36.908974+08:00","Surigao City","","",2.37
10000.0,"2023-11-08 00:04:39+08:00",123.7336,13.3586,26.89,30.04,26.89,26.89,1011.0,86.0,1011.0,1010.0,3.13,38.0,4.27,99.0,"2023-11-08 05:41:13+08:00","2023-11-08 17:16:20+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:04:39.812569+08:00","Tabaco","","",""
10000.0,"2023-11-08 00:04:41+08:00",121.4443,17.4189,23.14,23.81,23.14,23.14,1015.0,88.0,1015.0,994.0,1.72,317.0,2.1,23.0,"2023-11-08 05:55:27+08:00","2023-11-08 17:20:25+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:04:41.566348+08:00","Tabuk","","",""
10000.0,"2023-11-08 00:04:43+08:00",125.0,11.25,24.83,25.82,24.83,24.83,1010.0,94.0,1010.0,1010.0,1.11,332.0,1.4,96.0,"2023-11-08 05:33:35+08:00","2023-11-08 17:13:50+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:04:43.214753+08:00","Tacloban City","","",""
10000.0,"2023-11-08 00:04:45+08:00",124.6764,6.6925,24.03,24.94,24.03,24.03,1009.0,94.0,1009.0,1004.0,1.09,171.0,1.29,100.0,"2023-11-08 05:29:25+08:00","2023-11-08 17:20:35+08:00",500.0,"Rain","light rain","10n","2023-11-08 00:04:45.105260+08:00","Tacurong","","",0.32
10000.0,"2023-11-08 00:04:47+08:00",120.9337,14.1059,23.53,24.29,23.12,23.87,1011.0,90.0,1011.0,939.0,2.93,76.0,8.98,99.0,"2023-11-08 05:53:20+08:00","2023-11-08 17:26:37+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:04:47.311543+08:00","Tagaytay City",2.0,2084056.0,""
10000.0,"2023-11-08 00:04:48+08:00",121.0792,14.5243,27.92,32.2,27.81,28.04,1012.0,82.0,"","",0.51,0.0,"",20.0,"2023-11-08 05:53:17+08:00","2023-11-08 17:25:31+08:00",801.0,"Clouds","few clouds","02n","2023-11-08 00:04:48.819980+08:00","Taguig",2.0,2083945.0,""
10000.0,"2023-11-08 00:04:50+08:00",122.9226,14.1343,26.76,29.97,26.76,26.76,1011.0,89.0,1011.0,1010.0,5.02,57.0,8.51,100.0,"2023-11-08 05:45:25+08:00","2023-11-08 17:18:37+08:00",804.0,"Clouds","overcast clouds","04n","2023-11-08 00:04:50.699860+08:00","Talisay","","",""
